Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor
30268;155 626 860;A01;2;10;0;2;2;2;1
30268;155 626 862;B01;1;10;0;2;1;1;1
30265;155 626 865;A01;2;1;0;2;4;2;5
30265;155 626 867;B01;2;7;0;2;0;2;0
30262;155 626 869;A01;1;7;13;0;2;1;1
30111;155 627 164;A01;3;7;0;1;4;20;1
29948;155 627 452;A01;1;2;0;0;4;1;1
29948;155 627 455;B01;1;10;0;2;1;2;1
29940;155 627 465;B01;2;7;14;0;1;1;1
29940;155 627 468;A01;2;7;3;0;2;1;1
29940;155 627 469;C01;2;7;14;0;1;1;1
29796;155 627 721;B01;1;7;0;2;2;0;1
29796;155 627 725;A01;2;7;0;2;1;1;1
29664;155 627 973;A01;2;7;17;0;2;1;1
29514;155 628 226;A01;2;7;3;2;1;17;1
29514;155 628 228;B01;2;38;0;2;1;1;1
29324;155 628 548;A01;3;2;0;2;1;1;1
29324;155 628 549;B01;3;7;0;2;3;15;1
29314;155 628 568;A01;2;38;0;2;5;16;1
29314;155 628 569;B01;2;43;0;2;1;18;1
29307;155 628 585;A01;2;7;11;0;1;1;1
29276;155 628 633;A01;2;7;0;1;2;11;0
29078;155 628 975;A01;3;7;0;0;3;15;1
29078;155 628 976;B01;3;2;0;2;0;0;1
29078;155 628 977;C01;3;7;0;0;0;0;2
29077;155 628 978;A01;1;30;0;0;0;1;1
29053;155 629 025;A01;1;33;0;1;0;13;1
29052;155 629 026;A01;0;7;0;1;2;1;0
28943;155 629 236;B01;1;43;0;0;0;0;1
28942;155 629 237;A01;2;7;0;1;7;15;1
28820;155 629 452;A01;2;10;0;1;1;1;1
28697;155 629 673;A01;2;7;6;0;1;1;1
28668;155 629 728;B01;1;33;0;2;8;13;1
28668;155 629 729;A01;2;10;0;2;8;0;1
28555;155 629 916;A01;1;7;13;0;1;19;1
28551;155 629 923;A01;1;33;0;2;1;1;1
28551;155 629 925;B01;1;7;0;2;6;15;1
28495;155 630 018;B01;1;2;0;2;3;1;1
28495;155 630 020;Z01;2;7;0;2;1;15;0
28470;155 630 058;A01;3;7;0;1;2;1;0
28466;155 630 065;A01;3;7;0;0;0;1;0
28274;155 630 419;A01;2;7;0;1;2;13;1
28225;155 630 517;A01;1;10;0;2;6;1;1
28225;155 630 520;B01;1;7;0;2;1;1;1
28167;155 630 630;A01;1;7;0;2;3;15;1
28167;155 630 632;B01;2;7;0;2;1;1;1
28167;155 630 633;C01;1;7;0;2;1;23;1
28164;155 630 638;A01;1;7;0;1;2;0;1
28154;155 630 654;A01;1;7;0;1;1;1;1
28135;155 630 694;A01;1;7;0;2;3;13;1
28135;155 630 696;B01;2;7;0;2;3;1;1
28115;155 630 734;B01;2;10;0;2;2;14;1
28115;155 630 736;A01;2;14;0;0;6;23;1
28024;155 630 894;A01;2;33;3;0;8;13;1
27863;155 631 176;B01;2;30;0;2;1;1;1
27863;155 631 181;A01;1;7;0;2;7;13;1
27860;155 631 186;A01;1;1;0;1;1;1;5
27699;155 631 469;A01;0;7;0;1;2;16;0
27696;155 631 473;A01;1;7;0;1;3;1;1
27580;155 631 676;A01;2;7;0;2;1;13;1
27580;155 631 678;B01;1;7;0;2;1;1;1
27576;155 631 683;A01;1;33;0;2;1;1;1
27576;155 631 685;B01;1;7;0;2;3;9;1
27525;155 631 773;A01;2;7;0;2;1;17;1
27525;155 631 775;B01;1;10;0;2;1;1;1
27403;155 631 970;B01;3;31;0;2;3;1;1
27403;155 631 973;A01;3;7;0;2;6;15;1
27399;155 631 978;A01;0;7;0;2;1;2;1
27399;155 631 980;B01;0;7;0;0;4;23;1
27245;155 632 272;A01;2;33;0;2;1;3;1
27245;155 632 273;B01;1;7;0;2;1;15;1
27221;155 632 314;B01;2;31;0;2;1;17;1
27221;155 632 315;A01;1;33;0;2;1;17;1
27153;155 632 443;B01;2;7;0;2;3;1;1
27153;155 632 444;A01;1;2;0;2;3;1;1
27144;155 632 461;A01;2;7;0;2;3;5;0
27144;155 632 462;B01;1;14;0;2;2;21;1
27133;155 632 482;A01;1;7;0;2;2;9;1
27133;155 632 483;B01;1;7;0;2;1;1;1
26956;155 632 814;A01;1;15;0;0;6;2;1
26956;155 632 815;B01;1;7;0;2;1;3;1
26955;155 632 816;A01;2;7;0;2;1;21;1
26955;155 632 817;B01;1;32;0;2;1;1;1
26935;155 632 849;A01;1;7;0;2;1;13;1
26935;155 632 850;B01;2;7;0;2;1;1;1
26866;155 632 958;A01;1;7;0;2;2;15;1
26866;155 632 959;B01;2;2;0;2;1;1;1
26729;155 633 207;B01;2;17;0;2;6;0;0
26729;155 633 208;C01;2;17;0;2;6;0;6
26729;155 633 209;A01;2;7;0;2;2;0;0
26445;155 633 699;A01;3;32;0;0;0;1;1
26355;155 633 876;A01;1;7;0;1;2;0;1
26335;155 633 909;B01;2;7;1;0;3;11;1
26335;155 633 912;A01;1;10;0;2;3;23;1
26313;155 633 944;A01;1;30;0;2;0;1;1
26313;155 633 946;B01;1;7;0;2;2;2;3
26259;155 634 037;A01;3;7;0;0;3;1;1
26259;155 634 039;B01;3;7;0;2;1;15;1
26254;155 634 044;A01;2;33;0;0;8;0;1
26202;155 634 140;A01;1;7;0;2;1;5;1
26202;155 634 142;B01;1;7;0;2;1;1;1
26202;155 634 146;C01;1;7;0;2;2;1;1
25951;155 634 590;A01;1;7;0;1;2;1;1
25895;155 634 688;A01;1;10;0;2;3;13;1
25895;155 634 692;B01;2;7;0;2;3;1;1
25890;155 634 698;B01;1;7;0;2;6;1;1
25890;155 634 703;A01;1;31;0;2;1;2;1
25885;155 634 707;A01;0;30;1;0;2;2;1
25736;155 634 988;A01;3;30;0;2;4;23;0
25736;155 634 989;B01;3;7;0;2;4;2;0
25724;155 635 009;A01;2;7;0;9;2;0;1
25724;155 635 012;B01;2;80;0;2;8;0;5
25721;155 635 015;A01;1;7;0;2;1;5;1
25721;155 635 016;B01;2;7;0;2;1;5;1
25718;155 635 021;A01;2;7;0;2;2;9;1
25718;155 635 024;B01;2;33;0;2;1;1;1
25640;155 635 157;A01;2;7;0;2;1;2;1
25640;155 635 158;B01;2;7;0;0;4;2;1
25450;155 635 493;C01;2;7;0;2;5;1;0
25450;155 635 494;B01;2;7;0;2;2;12;0
25450;155 635 495;A01;2;33;0;2;3;1;0
25445;155 635 507;A01;3;50;0;2;1;1;3
25445;155 635 508;B01;1;7;0;0;2;23;1
25376;155 635 637;B01;1;80;0;2;8;0;3
25376;155 635 638;A01;1;7;0;2;7;12;1
25369;155 635 650;B01;1;17;0;0;6;2;1
25369;155 635 651;A01;1;10;0;2;1;2;1
25204;155 635 921;A01;3;7;0;1;0;0;1
25202;155 635 924;A01;3;7;0;1;2;1;1
25188;155 635 949;A01;3;7;0;1;2;15;1
25187;155 635 950;A01;3;7;0;1;1;1;1
25117;155 636 079;B01;2;1;0;2;1;26;5
25117;155 636 080;A01;1;10;0;9;2;15;1
25116;155 636 081;A01;2;33;13;0;7;14;1
25037;155 636 219;B01;1;50;0;2;1;1;3
25037;155 636 220;A01;2;7;0;2;2;15;1
25036;155 636 221;A01;3;7;0;2;1;15;2
25036;155 636 222;B01;3;7;0;2;3;1;1
25035;155 636 223;A01;0;7;0;2;1;1;1
25035;155 636 224;B01;3;33;0;2;7;1;1
24958;155 636 358;A01;3;7;0;1;1;1;1
24925;155 636 426;A01;1;7;13;0;1;0;1
24844;155 636 572;A01;1;2;14;0;0;5;1
24842;155 636 575;A01;2;7;0;2;3;15;1
24842;155 636 577;B01;1;7;0;2;8;1;1
24724;155 636 763;A01;2;7;0;2;1;1;1
24724;155 636 764;B01;2;7;0;2;4;1;1
24707;155 636 800;A01;3;7;0;1;2;1;1
24564;155 637 050;B01;1;7;0;2;8;1;1
24564;155 637 052;A01;2;7;0;2;3;15;1
24418;155 637 327;A01;3;7;2;0;1;1;1
24363;155 637 424;A01;2;7;2;2;1;5;1
24363;155 637 425;B01;1;7;0;2;1;1;1
24329;155 637 482;A01;1;7;0;1;1;1;1
24321;155 637 495;A01;1;7;4;0;2;1;1
24310;155 637 511;A01;1;7;14;0;9;14;1
24306;155 637 517;A01;2;33;0;2;3;15;1
24306;155 637 520;B01;1;7;0;2;1;13;1
24290;155 637 543;A01;3;7;6;0;9;1;0
24268;155 637 576;A01;2;17;0;2;1;1;0
24268;155 637 579;B01;1;7;0;2;8;19;1
24244;155 637 617;A01;2;7;0;0;6;1;1
24244;155 637 619;B01;1;33;0;2;7;15;1
24128;155 637 807;A01;3;7;0;9;1;1;6
24128;155 637 809;B01;3;1;0;2;1;1;5
24123;155 637 818;A01;2;33;13;0;7;1;1
23989;155 638 065;A01;2;33;0;2;3;11;1
23989;155 638 068;B01;2;7;0;2;5;1;1
23947;155 638 131;A01;2;7;0;2;8;10;1
23947;155 638 134;B01;2;33;0;2;1;17;1
23941;155 638 144;A01;1;33;0;6;0;0;1
23779;155 638 412;A01;3;15;0;1;6;1;1
23648;155 638 644;A01;3;50;0;2;1;15;3
23648;155 638 645;B01;3;7;0;2;2;1;1
23567;155 638 803;A01;1;7;0;2;1;2;1
23567;155 638 804;B01;1;1;0;2;8;15;5
23377;155 639 150;A01;2;10;0;2;3;5;1
23377;155 639 152;B01;1;7;0;2;3;1;1
23351;155 639 200;A01;2;7;0;0;6;23;0
23351;155 639 201;C01;2;7;1;0;9;1;0
23351;155 639 203;B01;2;7;3;0;1;1;0
23320;155 639 248;A01;1;36;13;0;2;2;1
23095;155 639 640;A01;1;7;13;0;2;1;1
23023;155 639 773;A01;1;7;0;0;4;9;1
23023;155 639 774;B01;1;7;0;2;1;9;1
23023;155 639 777;C01;1;7;14;2;1;9;1
22984;155 639 841;A01;2;10;0;6;3;2;1
22886;155 640 017;A01;3;99;0;9;0;0;0
22886;155 640 018;B01;3;1;0;2;8;1;5
22884;155 640 019;A01;2;31;0;2;1;5;1
22884;155 640 020;B01;1;7;0;2;3;19;1
22767;155 640 223;B01;2;7;0;2;1;1;1
22767;155 640 225;A01;1;50;0;2;3;19;3
22445;155 640 769;A01;0;7;0;2;3;5;1
22445;155 640 770;B01;0;7;0;2;3;1;3
22445;155 640 773;C01;0;33;0;2;1;1;1
22427;155 640 798;A01;1;50;0;2;1;1;3
22427;155 640 801;B01;1;7;0;0;3;16;0
22411;155 640 829;A01;1;33;3;2;0;3;1
22411;155 640 833;B01;1;15;0;2;0;9;1
22411;155 640 836;C01;1;7;0;2;5;1;1
22344;155 640 946;A01;2;7;3;0;3;1;1
22257;155 641 099;A01;1;7;0;0;0;13;1
22257;155 641 102;B01;3;32;0;0;0;1;1
22201;155 641 200;B01;2;33;0;2;1;1;1
22201;155 641 203;A01;1;10;0;2;1;15;1
22197;155 641 211;A01;0;7;0;4;1;1;1
22197;155 641 212;B01;1;40;0;2;2;1;3
22192;155 641 218;B01;1;33;0;2;1;1;1
22192;155 641 219;A01;2;10;0;2;1;15;1
22188;155 641 225;A01;1;7;0;2;3;2;1
22188;155 641 228;B01;1;2;0;2;4;1;0
22182;155 641 236;A01;3;7;0;2;3;15;1
22182;155 641 240;B01;2;2;0;2;1;17;1
22129;155 641 323;A01;2;7;0;1;7;1;1
22038;155 641 490;A01;3;7;0;2;1;0;1
22038;155 641 493;B01;3;7;0;2;1;0;1
22032;155 641 498;A01;3;7;0;1;1;1;1
22028;155 641 506;B01;2;2;0;2;1;17;1
22028;155 641 509;A01;2;10;0;2;8;10;1
21738;155 642 018;A01;1;7;0;1;4;4;1
21702;155 642 078;A01;2;7;13;0;1;1;0
21664;155 642 134;A01;1;7;0;9;1;2;1
21664;155 642 136;B01;1;80;0;0;4;2;3
21573;155 642 294;B01;1;7;0;2;1;0;1
21573;155 642 295;A01;1;50;0;2;7;26;3
21561;155 642 315;A01;3;7;0;2;1;1;1
21561;155 642 317;B01;3;7;0;1;1;23;1
21413;155 642 579;A01;2;7;0;2;3;19;1
21413;155 642 580;B01;2;7;0;2;3;1;1
21350;155 642 683;A01;2;7;0;2;1;2;1
21350;155 642 685;B01;2;7;0;2;4;2;1
21350;155 642 687;C01;2;7;0;2;4;1;1
21350;155 642 688;D01;2;7;0;2;4;1;1
21350;155 642 690;E01;2;33;0;0;0;1;1
21277;155 642 841;A01;2;33;3;0;8;1;1
21179;155 643 019;A01;2;7;0;9;2;2;1
21179;155 643 020;B01;2;1;0;2;4;2;5
20985;155 643 343;B01;1;10;0;2;0;1;1
20985;155 643 346;A01;2;7;8;2;5;1;1
20861;155 643 570;B01;1;7;0;2;2;1;0
20861;155 643 571;A01;1;33;0;2;8;1;1
20800;155 643 672;A01;2;33;0;1;3;1;1
20734;155 643 784;A01;1;33;6;0;1;1;1
20668;155 643 894;A01;1;33;2;0;1;16;1
20543;155 644 126;A01;3;7;0;1;7;9;0
20540;155 644 127;A01;2;7;0;2;8;10;1
20540;155 644 130;B01;2;2;0;2;1;1;1
20525;155 644 160;B01;1;7;0;0;1;15;1
20525;155 644 161;A01;2;50;0;2;8;1;3
20520;155 644 173;A01;1;50;0;2;1;2;3
20520;155 644 174;B01;1;7;0;9;4;2;1
20514;155 644 179;B01;3;7;0;2;6;2;1
20514;155 644 182;A01;3;33;0;2;2;2;1
20309;155 644 528;A01;3;10;0;1;2;1;1
20186;155 644 761;A01;1;7;2;0;7;0;1
20132;155 644 856;A01;1;7;1;0;3;1;0
19858;155 645 344;A01;3;7;0;2;1;21;1
19858;155 645 345;B01;1;1;0;2;7;1;5
19525;155 645 930;B01;2;15;0;0;6;24;0
19525;155 645 932;A01;2;7;4;0;1;0;0
19508;155 645 964;B01;0;2;0;2;3;1;1
19508;155 645 967;A01;0;7;0;2;3;15;1
19324;155 646 290;A01;0;10;0;2;1;11;1
19324;155 646 291;B01;0;7;0;2;1;2;1
19099;155 646 700;A01;1;33;0;0;4;1;1
19099;155 646 702;B01;1;7;0;2;1;2;0
18979;155 646 929;A01;1;7;13;0;1;14;1
18797;155 647 240;D01;1;7;0;2;1;1;1
18797;155 647 241;C01;1;7;0;2;5;1;1
18797;155 647 242;B01;1;7;0;2;6;1;1
18797;155 647 244;A01;2;7;0;2;1;5;1
18771;155 647 292;A01;1;7;0;1;3;1;1
18763;155 647 307;B01;1;2;0;2;1;1;1
18763;155 647 309;A01;2;7;0;2;3;15;1
18601;155 647 603;B01;1;7;0;2;4;1;1
18601;155 647 604;A01;1;33;0;2;1;1;1
18596;155 647 610;A01;1;34;0;1;2;2;1
18526;155 647 736;A01;2;2;0;0;7;16;3
18522;155 647 740;A01;2;7;0;2;3;10;1
18522;155 647 744;B01;2;32;0;2;1;2;1
18447;155 647 867;A01;3;7;0;1;4;20;1
18180;155 648 344;A01;2;16;1;0;2;1;1
18180;155 648 346;B01;2;7;4;0;4;1;1
18124;155 648 436;B01;2;1;0;0;7;0;5
18124;155 648 439;A01;2;7;0;2;3;9;1
18034;155 648 595;A01;2;33;3;0;8;1;0
17872;155 648 882;A01;3;7;0;1;1;1;0
17768;155 649 082;A01;2;10;0;2;1;13;1
17768;155 649 085;B01;1;10;0;2;1;1;1
17657;155 649 281;A01;0;7;0;2;8;10;0
17657;155 649 282;B01;3;31;0;2;1;2;1
17345;155 649 841;A01;2;7;0;1;3;2;0
17207;155 650 083;B01;1;7;0;9;2;2;1
17207;155 650 084;A01;1;1;0;2;4;2;5
17058;155 650 352;A01;1;7;3;0;1;1;1
17057;155 650 353;B01;2;7;0;2;3;1;1
17057;155 650 355;A01;2;7;0;2;1;1;1
17057;155 650 357;C01;1;7;0;2;7;1;1
17028;155 650 408;B01;1;7;0;2;7;0;1
17028;155 650 410;A01;2;10;0;2;1;1;1
16975;155 650 493;Z01;1;7;0;2;2;17;1
16975;155 650 494;B01;1;7;0;2;8;15;1
16857;155 650 697;A01;2;50;0;2;1;19;3
16857;155 650 699;B01;1;7;0;2;8;1;1
16819;155 650 764;B01;1;7;0;2;3;9;1
16819;155 650 767;A01;1;2;0;2;2;12;1
16817;155 650 769;B01;2;7;0;2;3;9;1
16817;155 650 771;A01;2;33;1;2;2;2;1
16554;155 651 237;A01;0;31;0;0;2;9;1
16437;155 651 426;A01;1;7;0;2;8;13;1
16437;155 651 430;B01;2;1;13;2;8;1;5
16433;155 651 435;A01;1;33;13;0;7;0;1
16429;155 651 442;A01;1;32;0;2;1;17;1
16377;155 651 538;A01;2;10;6;0;1;16;1
16340;155 651 601;A01;2;15;3;2;8;1;1
16340;155 651 605;B01;2;7;0;2;2;14;1
16277;155 651 703;A01;1;7;0;0;2;13;1
16277;155 651 705;B01;2;7;4;0;2;21;1
16238;155 651 769;B01;2;50;0;2;8;1;3
16238;155 651 771;Z01;2;7;0;2;2;0;1
16233;155 651 777;A01;2;7;0;1;1;1;1
16228;155 651 788;A01;1;7;0;1;8;15;1
16224;155 651 792;A01;3;7;0;9;1;15;1
16224;155 651 796;B01;3;32;0;2;2;1;1
16035;155 652 142;A01;1;7;0;2;3;15;1
16035;155 652 145;B01;2;33;0;2;1;1;1
15753;155 652 659;A01;1;7;0;2;2;1;1
15753;155 652 660;B01;3;10;0;2;8;1;1
15702;155 652 755;A01;1;7;0;0;3;5;1
15702;155 652 756;B01;2;7;0;0;3;1;3
15701;155 652 757;A01;1;7;3;2;1;13;3
15701;155 652 758;B01;2;7;3;2;1;0;1
15684;155 652 792;B01;2;7;0;2;4;2;1
15684;155 652 793;A01;2;7;0;2;1;2;1
15684;155 652 794;C01;2;7;0;2;4;2;1
15656;155 652 847;A01;1;33;0;0;0;16;1
15655;155 652 848;A01;1;7;0;1;1;0;1
15636;155 652 880;A01;1;7;3;0;3;17;1
15540;155 653 049;A01;3;33;0;2;2;3;1
15540;155 653 050;B01;3;7;0;2;8;11;1
15398;155 653 313;A01;2;30;0;2;1;2;1
15398;155 653 314;B01;2;7;0;2;4;23;1
15237;155 653 611;A01;1;7;0;0;0;0;1
15175;155 653 711;A01;2;7;0;0;6;1;0
15175;155 653 713;B01;2;7;0;2;2;12;0
15126;155 653 792;A01;1;7;0;2;8;13;1
15126;155 653 793;B01;2;10;0;2;8;1;1
15096;155 653 841;A01;3;2;0;0;0;26;1
14861;155 654 233;A01;3;2;0;1;1;1;0
14856;155 654 238;A01;3;7;0;2;1;9;0
14856;155 654 241;B01;3;2;0;2;1;1;0
14591;155 654 716;B01;2;7;0;2;1;1;1
14591;155 654 719;A01;1;7;0;2;1;5;1
14578;155 654 735;Z01;1;7;0;2;8;15;0
14578;155 654 738;A01;1;33;0;2;1;17;1
14526;155 654 833;A01;1;31;7;0;0;1;1
14521;155 654 838;A01;1;7;0;2;1;19;1
14521;155 654 839;B01;2;7;0;2;1;1;1
14508;155 654 859;C01;2;33;0;2;1;1;1
14508;155 654 864;A01;1;7;3;2;2;13;1
14505;155 654 868;A01;2;7;0;0;5;15;1
14505;155 654 872;B01;2;33;0;2;1;0;1
14199;155 655 384;A01;3;33;13;2;7;17;1
14199;155 655 385;B01;3;7;0;2;8;1;1
14137;155 655 501;A01;3;7;0;9;1;1;1
14137;155 655 502;B01;3;1;0;2;5;19;5
14054;155 655 638;A01;2;7;2;0;2;1;1
13852;155 655 983;B01;1;31;0;2;1;1;1
13852;155 655 984;A01;2;7;0;2;2;15;1
13851;155 655 985;A01;1;32;0;2;1;1;1
13851;155 655 986;B01;2;7;0;2;0;0;1
13791;155 656 094;A01;1;7;0;0;0;0;1
13355;155 656 868;A01;2;7;0;0;0;0;1
13337;155 656 898;B01;2;7;0;2;3;1;1
13337;155 656 899;A01;1;33;0;2;3;5;1
13082;155 657 338;A01;2;33;0;2;2;17;1
13082;155 657 340;B01;2;7;0;2;3;15;1
12967;155 657 534;A01;2;33;0;2;1;13;1
12967;155 657 537;B01;1;7;0;2;3;1;1
12903;155 657 646;A01;3;7;0;2;1;15;1
12903;155 657 648;B01;3;32;0;2;1;1;1
12825;155 657 779;A01;1;7;8;0;1;14;0
12631;155 658 118;B01;3;30;0;2;1;1;1
12631;155 658 122;A01;3;7;0;2;2;15;1
12556;155 658 246;A01;3;7;0;2;3;13;1
12556;155 658 249;B01;3;7;0;2;3;1;1
12551;155 658 255;B01;3;1;0;2;4;2;5
12551;155 658 258;A01;3;1;0;2;1;2;5
12545;155 658 265;A01;3;7;0;1;2;16;1
12540;155 658 275;A01;0;30;0;2;1;17;1
12540;155 658 280;B01;3;7;0;2;3;15;1
12281;155 658 740;A01;1;7;2;0;3;13;0
12259;155 658 782;B01;1;1;0;2;7;1;5
12259;155 658 786;Z01;1;10;0;2;1;16;1
12254;155 658 789;A01;1;7;1;0;3;17;1
12254;155 658 793;B01;2;32;0;0;1;2;1
12028;155 659 210;A01;1;15;0;2;3;1;1
12028;155 659 212;B01;2;7;0;2;3;13;1
12014;155 659 239;A01;1;1;0;2;1;0;5
12014;155 659 241;B01;2;7;0;2;7;1;1
11810;155 659 604;C01;1;15;0;0;8;24;1
11810;155 659 605;B01;1;15;0;0;5;24;1
11810;155 659 606;A01;1;7;1;0;1;9;2
11807;155 659 609;A01;1;7;0;2;3;19;1
11807;155 659 610;B01;2;32;0;2;1;17;1
11660;155 659 880;A01;3;7;0;2;7;0;1
11660;155 659 881;B01;3;33;0;2;1;0;1
11646;155 659 907;A01;1;7;0;2;1;13;1
11646;155 659 909;B01;2;17;0;2;1;1;1
11646;155 659 911;C01;1;7;0;2;2;0;3
11593;155 659 998;A01;1;7;0;2;3;2;1
11593;155 659 999;B01;1;32;0;2;4;1;1
11593;155 660 000;C01;1;14;0;2;3;2;1
11474;155 660 216;A01;3;35;12;0;5;2;1
11441;155 660 283;A01;1;7;12;0;3;1;1
11248;155 660 619;B01;2;7;0;2;1;1;0
11248;155 660 621;A01;1;33;0;2;1;13;0
11209;155 660 688;A01;3;36;13;0;3;1;0
11207;155 660 691;B01;1;7;0;2;3;13;1
11207;155 660 692;A01;2;7;0;2;3;1;1
11197;155 660 710;A01;2;7;0;0;0;1;1
11193;155 660 714;B01;0;7;0;2;2;9;1
11194;155 660 715;A01;1;7;0;0;1;1;1
11193;155 660 716;A01;0;34;0;2;3;1;1
11194;155 660 717;B01;2;7;0;0;1;13;1
11064;155 660 930;A01;2;7;0;2;1;5;1
11064;155 660 934;B01;1;7;0;2;1;1;1
11064;155 660 936;C01;1;7;0;2;1;1;1
11057;155 660 940;B01;1;7;0;2;4;23;1
11057;155 660 946;A01;1;10;0;2;1;0;1
10788;155 661 425;B01;1;7;0;2;2;9;1
10788;155 661 431;A01;1;7;0;2;8;1;1
10786;155 661 434;B01;2;33;0;2;1;1;1
10786;155 661 435;A01;1;7;0;2;2;15;0
10785;155 661 436;A01;2;7;13;2;3;5;1
10783;155 661 437;A01;2;7;0;2;1;17;1
10785;155 661 439;B01;1;7;0;2;3;1;1
10783;155 661 443;B01;2;2;0;2;4;2;1
10785;155 661 445;C01;1;7;0;2;3;1;1
10780;155 661 447;A01;2;31;0;2;1;0;1
10779;155 661 449;Z01;1;7;0;9;1;0;1
10780;155 661 452;B01;1;7;0;2;3;19;2
10779;155 661 454;B01;2;60;0;2;1;1;5
10772;155 661 462;A01;1;7;13;0;1;1;1
10749;155 661 496;A01;1;33;0;2;1;1;1
10749;155 661 499;B01;1;7;0;0;8;10;1
10688;155 661 605;A01;1;7;0;2;1;1;1
10688;155 661 609;B01;1;7;0;2;4;1;1
10681;155 661 617;A01;2;7;0;1;2;1;1
10522;155 661 906;A01;1;50;0;2;3;1;3
10522;155 661 910;Z01;1;7;0;2;3;1;0
10333;155 662 251;A01;0;7;0;1;1;1;1
10254;155 662 380;A01;1;7;0;1;3;15;1
10186;155 662 497;B01;1;33;0;2;1;1;1
10186;155 662 501;A01;0;7;0;0;5;0;1
9779;155 663 231;A01;2;33;0;1;2;1;1
9738;155 663 299;A01;1;2;0;0;9;15;1
9738;155 663 300;B01;1;7;0;2;2;17;1
9567;155 663 615;A01;3;7;0;2;1;2;1
9567;155 663 616;B01;0;34;0;2;4;1;1
9466;155 663 802;A01;2;33;9;0;1;6;1
9425;155 663 870;A01;3;7;0;2;1;1;1
9425;155 663 871;B01;3;33;0;2;3;1;1
9358;155 663 990;B01;1;17;0;0;4;2;1
9358;155 663 991;A01;1;7;0;2;1;2;1
9145;155 664 378;A01;2;7;0;0;0;1;0
9143;155 664 383;A01;3;7;0;1;1;1;0
9140;155 664 386;A01;1;7;13;0;2;1;2
9034;155 664 561;D01;2;7;0;2;2;1;1
9034;155 664 563;A01;1;31;0;2;1;13;1
9034;155 664 564;B01;2;7;0;2;8;1;1
9034;155 664 565;C01;2;7;0;2;8;1;1
8899;155 664 789;A01;0;7;0;2;1;15;1
8899;155 664 792;B01;0;2;0;2;1;1;1
8781;155 665 009;B01;1;32;0;2;2;17;1
8781;155 665 013;A01;1;7;0;2;3;16;1
8666;155 665 217;A01;1;7;2;2;2;17;1
8666;155 665 221;B01;1;7;0;2;6;2;1
8373;155 665 725;A01;3;80;0;0;0;1;3
8370;155 665 730;A01;1;7;0;2;1;15;1
8370;155 665 733;B01;2;31;0;2;1;1;1
8367;155 665 735;B01;2;31;0;2;1;1;1
8367;155 665 736;A01;1;7;0;2;2;15;1
8072;155 666 276;A01;2;33;0;2;1;1;1
8072;155 666 280;B01;2;33;0;0;8;26;1
8022;155 666 367;A01;2;7;2;0;8;2;1
7980;155 666 431;A01;1;36;0;0;9;1;1
7979;155 666 432;A01;1;7;0;2;3;13;1
7979;155 666 433;C01;2;7;0;2;3;1;1
7967;155 666 452;A01;1;33;0;0;0;1;1
7874;155 666 623;A01;2;32;3;0;2;1;1
7858;155 666 646;A01;1;7;0;2;7;15;1
7858;155 666 647;B01;2;43;0;2;2;1;1
7856;155 666 650;A01;1;7;0;2;1;13;0
7856;155 666 651;B01;2;7;0;2;1;1;0
7796;155 666 749;B01;2;2;0;2;1;1;0
7796;155 666 750;A01;1;7;0;2;7;19;1
7419;155 667 409;A01;2;7;0;1;2;1;1
7341;155 667 541;A01;3;33;0;2;7;16;1
7341;155 667 542;B01;3;7;0;2;8;2;1
7273;155 667 646;A01;1;31;0;2;1;1;0
7273;155 667 647;B01;2;7;0;2;2;15;1
7119;155 667 892;B01;2;31;0;2;1;1;1
7119;155 667 894;A01;1;7;0;2;8;15;1
6839;155 668 398;A01;1;7;0;2;1;13;1
6839;155 668 400;B01;2;10;0;2;2;1;1
6688;155 668 672;A01;3;7;7;2;7;5;1
6688;155 668 680;B01;3;7;7;2;1;15;1
6677;155 668 684;B01;1;1;0;2;1;16;5
6677;155 668 689;A01;2;7;0;2;1;13;1
6672;155 668 696;A01;1;34;2;0;2;17;1
6668;155 668 702;A01;2;10;0;2;7;22;1
6668;155 668 706;B01;2;1;1;0;1;1;5
6471;155 669 057;B01;1;10;0;2;6;2;1
6471;155 669 061;A01;1;33;0;2;1;2;1
6229;155 669 495;A01;0;7;0;1;4;4;1
6141;155 669 650;A01;1;7;0;2;1;2;1
6141;155 669 653;B01;1;7;0;2;4;2;1
6081;155 669 765;C01;1;7;0;2;1;2;1
6081;155 669 766;B01;1;7;0;2;4;23;1
6081;155 669 767;A01;2;7;3;0;4;23;1
6062;155 669 805;A01;1;30;0;1;7;1;3
5949;155 670 010;A01;1;7;2;9;6;0;1
5859;155 670 175;A01;1;1;6;0;8;16;5
5726;155 670 411;A01;2;7;2;0;0;0;1
5693;155 670 465;A01;1;7;4;0;2;17;1
5622;155 670 582;A01;3;31;0;2;7;18;1
5622;155 670 584;B01;3;14;0;2;0;1;1
5428;155 670 933;Z01;0;7;0;9;1;9;0
5428;155 670 935;B01;0;1;0;2;7;1;5
5426;155 670 937;A01;3;7;7;0;8;1;1
5416;155 670 955;A01;2;7;0;1;2;1;1
5415;155 670 956;B01;0;7;0;2;1;1;0
5415;155 670 958;A01;1;50;0;2;7;1;3
5222;155 671 297;B01;1;7;0;0;0;24;1
